date,tv,digital_video,search,social,display,audio,print_mail,sales,consumer_sentiment,gas_price,store_count,markdown,hol_blackfriday,hol_christmas,hol_thanksgiving,hol_july4,hol_primeday
2016-09-04,133937.18,29129.07,414857.75,33498.98,327533.99,237805.64,1041185.51,75518111.47,91.20000000000002,2.329,666.0,0.6813957531428572,0,0,0,0,0
2016-09-11,124984.72,6045.4,348335.87,43443.48,318266.31,152117.15,719803.61,68229325.69,91.20000000000002,2.31,666.0,0.6631427245714285,0,0,0,0,0
2016-09-18,225935.41,42407.39,529179.6,25507.12,169059.04,71656.19,2582279.7699999996,62915357.98,91.20000000000002,2.3330000000000006,666.0,0.6553096529999999,0,0,0,0,0
2016-09-25,218553.47,41556.29,329883.3,24143.12,317086.17,129340.54999999999,825052.67,80091189.52,91.20000000000002,2.334,666.0,0.7140853054285714,0,0,0,0,0
2016-10-02,104187.31,39173.61,399601.15,54446.19,161783.92,68882.93,777525.69,68618219.82,87.20000000000002,2.354,666.0,0.6999538494285713,0,0,0,0,0
2016-10-09,98747.49,37100.35,434219.88,135520.23,323700.52,75039.08,209905.7,69966642.38,87.20000000000002,2.381,665.0,0.6929694598571428,0,0,0,0,0
2016-10-16,98926.85,11189.24,684083.01,113743.06,152512.73,98915.37,1495529.5799999998,121312405.05,87.20000000000002,2.3670000000000004,665.0,0.6977537344285714,0,0,0,0,0
2016-10-23,55822.6,16340.84,484586.59,112340.19,141006.24,75815.46,513574.64999999997,110198692.88,87.20000000000002,2.353,665.0,0.7055065272857142,0,0,0,0,0
2016-10-30,71784.79,21744.06,521756.19,259463.61,175959.56,85389.42,810569.33,109784965.94,93.79999999999998,2.341,665.0,0.6992104292857144,0,0,0,0,0
2016-11-06,243147.27,32183.29,1182797.08,275269.3,399241.56,161973.88,1643237.4400000002,69495018.46,93.79999999999998,2.345,665.0,0.7072918655714286,0,0,0,0,0
2016-11-13,356995.7,67821.64,1138013.94,338496.73,508278.98,148842.38999999998,1606915.24,174019427.77,93.79999999999998,2.298,665.0,0.7719819048571428,0,0,0,0,0
2016-11-20,297054.69,56508.06,3134565.13,573355.55,444669.29,141959.34000000003,840838.51,265788168.07,93.79999999999998,2.269,665.0,0.8028063044285714,1,0,1,0,0
2016-11-27,348645.15,46452.99,2441061.22,232823.24,573219.18,92704.48000000001,2530620.18,151062046.75,98.20000000000002,2.268,665.0,0.7947373465714286,0,0,0,0,0
2016-12-04,407887.51,81714.58,2852133.42,327829.09,528740.65,157496.12,1421937.4800000002,259719662.78,98.20000000000002,2.3209999999999997,665.0,0.7558514448571427,0,0,0,0,0
2016-12-11,656573.33,104352.44,1419968.89,143930.42,283347.03,119217.24,1197458.33,154023467.97,98.20000000000002,2.347,665.0,0.7675845681428572,0,0,0,0,0
2016-12-18,535978.7,37679.55,749881.58,298601.25,412173.88,161829.21000000002,2535238.1100000003,189536481.14,98.20000000000002,2.375,665.0,0.7140476861428571,0,0,0,0,0
2016-12-25,228445.2,18915.88,502699.22,244872.65,198045.53,307960.82,615652.48,99669934.27,98.20000000000002,2.419,665.0,0.7367114594285713,0,1,0,0,0
2017-01-01,35981.87,102.29,420628.98,65304.96,94902.09,107860.01000000001,410129.18,104023957.59,98.5,2.485,665.0,0.6854770520000001,0,0,0,0,0
2017-01-08,72210.89,7903.7,549775.19,63554.96,69863.29,37494.520000000004,1136780.17,96574619.29,98.5,2.496,665.0,0.6748921448571428,0,0,0,0,0
2017-01-15,0.0,4462.5,371673.24,136631.61,78790.65,54741.62,1115121.04,52057906.0,98.5,2.467,665.0,0.6812859408571429,0,0,0,0,0
2017-01-22,27014.37,6019.4,692021.67,137187.29,164161.88,48480.369999999995,938810.3999999999,84864091.63,98.5,2.436,665.0,0.6507410931428572,0,0,0,0,0
2017-01-29,72855.59,9554.24,721381.49,85844.85,98321.84,58020.579999999994,426641.79,100451183.71,96.29999999999998,2.408,665.0,0.7030238708571428,0,0,0,0,0
2017-02-05,159550.42,24650.77,380430.11,53001.49,65595.46,190328.56,954203.04,66227975.58,96.29999999999998,2.405,665.0,0.6902578669999999,0,0,0,0,0
2017-02-12,102169.53,23861.78,353315.55,51093.86,93605.84,152345.58,387063.4,109866157.77,96.29999999999998,2.418,665.0,0.6754074624285713,0,0,0,0,0
2017-02-19,102781.25,9836.83,653517.83,83089.04,92512.09,138000.54,467391.6,109305541.44,96.29999999999998,2.414,665.0,0.6475930762857143,0,0,0,0,0
2017-02-26,85245.27,11707.63,636753.88,65827.95,77863.21,70686.52,481425.85,64020794.79,96.9,2.427,665.0,0.6255959177142857,0,0,0,0,0
2017-03-05,146962.03,3868.07,583264.98,53907.14,227815.82,82389.86,710400.43,90067292.47,96.9,2.4520000000000004,665.0,0.6370939361428571,0,0,0,0,0
2017-03-12,71861.31,9609.29,769217.81,65567.41,264341.8,111896.67,385404.24,127073880.4,96.9,2.4340000000000006,665.0,0.6686894644285715,0,0,0,0,0
2017-03-19,120443.66,25306.58,461027.02,60383.86,284508.48,165027.99000000002,1528583.87,67672459.41,96.9,2.4330000000000003,662.7142857142858,0.6747225002857142,0,0,0,0,0
2017-03-26,66199.08,21423.35,703230.01,93006.99,158879.82,75905.05,569128.9,124073331.44,96.9,2.4280000000000004,651.8571428571429,0.7068275117142858,0,0,0,0,0
2017-04-02,198491.68,56138.94,717622.37,129480.69,281687.62,126202.31,729811.61,112436155.09,97.0,2.471,601.0,0.6868288282857142,0,0,0,0,0
2017-04-09,65282.2,16491.06,630647.79,132336.46,270906.27,185555.04,206071.58,68505073.43,97.0,2.5340000000000003,601.0,0.6730884527142857,0,0,0,0,0
2017-04-16,30639.02,20255.34,366495.04,70831.2,242894.34,75574.05,1175518.81,89370191.65,97.0,2.546,601.0,0.6659896092857143,0,0,0,0,0
2017-04-23,37274.77,19030.86,510237.91,86829.12,237939.99,26479.12,741646.7799999999,135435178.34,97.0,2.5590000000000006,601.0,0.6532851057142857,0,0,0,0,0
2017-04-30,201340.57,32809.68,1202894.7,61858.01,304838.68,94017.62999999999,968483.26,82601539.99,97.1,2.522,601.8571428571429,0.7010008992857142,0,0,0,0,0
2017-05-07,251405.41,30105.29,755784.64,153491.86,293172.92,137636.66,690141.67,88817326.0,97.1,2.4839999999999995,602.0,0.6856277187142858,0,0,0,0,0
2017-05-14,100948.27,11171.54,504709.72,92318.08,130837.84,75736.9,1334251.9000000001,110955881.78,97.1,2.480999999999999,602.0,0.6438941112857144,0,0,0,0,0
2017-05-21,126678.67,14977.91,676881.4,143538.32,141746.68,221212.0,563476.04,66713703.48,97.1,2.51,602.0,0.6508454362857143,0,0,0,0,0
2017-05-28,82369.17,11403.0,488594.32,140559.87,197599.31,67718.02,332602.82999999996,126855437.7,95.0,2.5160000000000005,602.0,0.6698354235714286,0,0,0,0,0
2017-06-04,81592.07,12830.7,370510.88,158190.64,357704.95,95480.35,834811.79,62043461.44,95.0,2.525,602.0,0.6543751872857142,0,0,0,0,0
2017-06-11,489600.39,34380.74,781041.25,173940.66,423806.0,127004.70999999999,675241.28,87506384.26,95.0,2.479,602.0,0.6910141492857143,0,0,0,0,0
2017-06-18,33450.42,5709.74,671720.53,89624.25,189096.01,121398.77,606723.97,103684251.87,95.0,2.4330000000000003,602.0,0.6789721228571428,0,0,0,0,0
2017-06-25,66769.64,12844.2,411612.21,167519.91,178468.3,192773.09,168939.77,102726814.42,95.0,2.404,601.7142857142858,0.6785085631428571,0,0,0,0,0
2017-07-02,80983.44,10929.89,698709.17,147600.18,111767.86,153642.57,473560.24,68125799.04,93.4,2.376,600.0,0.7005861464285714,0,0,0,1,0
2017-07-09,50895.19,17100.23,625994.6,75520.86,210932.49,92450.66,79805.12,107831379.52,93.4,2.411,600.0,0.7363480491428571,0,0,0,0,1
2017-07-16,10691.23,6840.09,287412.84,76186.31,204585.88,62280.240000000005,917344.74,55684791.55,93.4,2.392,600.0,0.680073757857143,0,0,0,0,0
2017-07-23,9015.84,1591.3,362756.02,99915.69,121218.53,96638.73999999999,667489.28,54010896.88,93.4,2.426,600.0,0.6766519274285714,0,0,0,0,0
2017-07-30,93093.76,17910.58,725328.85,72887.43,170322.05,133255.55,759376.3300000001,114221272.29,96.79999999999998,2.467,600.0,0.6684958711428572,0,0,0,0,0
